 0.0000000,267847.0000000,-149.7411573,61.2151303, 0.0745318, 0.0397576 
 1.0000000,274891.0000000,-149.8431373,61.0782217, 0.1126591, 0.0764155 
 2.0000000,275077.0000000,-148.8962004,60.8196838, 0.3109906, 0.1733018 
 3.0000000,267840.0000000,-149.7004508,61.0961250, 0.0284553, 0.0249958 
 4.0000000,267835.0000000,-149.8115177,61.1736220, 0.0979721, 0.0144595 
 5.0000000,267837.0000000,-149.4025416,61.2998295, 0.2955477, 0.1083092 
 6.0000000,102588.0000000,-149.9487607,61.1856360, 0.1016329, 0.0265437 
 7.0000000,267834.0000000,-149.7199958,61.0712024, 0.0674089, 0.0513920 
 8.0000000,102224.0000000,-149.0602683,60.9734058, 0.2433496, 0.1257954 
 9.0000000,275659.0000000,-149.8861224,61.1556393, 0.0614910, 0.0363075 
10.0000000,267842.0000000,-149.7311313,61.1248993, 0.0330589, 0.0609708 
11.0000000,267856.0000000,-149.8517305,61.1844494, 0.0270889, 0.0072206 
12.0000000,267846.0000000,-149.8905164,61.2013114, 0.0451399, 0.0069280 
13.0000000,267849.0000000,-149.7685834,61.0652638, 0.1349264, 0.0722693 
14.0000000,272880.0000000,-149.9206131,61.1143963, 0.1294180, 0.0515997 
15.0000000,267850.0000000,-149.7934277,61.2100008, 0.0301089, 0.0295278 
16.0000000,102116.0000000,-149.3973806,61.4099320, 0.3131136, 0.1407837 
17.0000000,102172.0000000,-149.5765027,61.3353794, 0.0752477, 0.0662090 
18.0000000,267831.0000000,-149.8315946,61.2082163, 0.0465134, 0.0257915 
19.0000000,102065.0000000,-149.5173258,61.3891252, 0.1161399, 0.0898084 
20.0000000,267854.0000000,-149.4642945,61.2641931, 0.2501686, 0.1020677 
21.0000000,267857.0000000,-149.9884925,61.1921811, 0.1537831, 0.0359920 
22.0000000,267830.0000000,-149.8154253,61.1447511, 0.0820961, 0.0433701 
23.0000000,267838.0000000,-149.2899454,61.4423186, 0.1587211, 0.0322945 
24.0000000,275810.0000000,-149.8008237,61.1898164, 0.0748698, 0.0181219 
25.0000000,267839.0000000,-149.8665236,61.2120756, 0.0416854, 0.0225020 
26.0000000,267845.0000000,-149.8780362,61.1861514, 0.0398459, 0.0250692 
27.0000000,267853.0000000,-149.9047849,61.2141817, 0.0511971, 0.0215114 
28.0000000,275783.0000000,-149.3323544,60.9669995, 0.8327123, 0.1675134 
29.0000000,267852.0000000,-149.7409485,61.1880389, 0.0449296, 0.0145618 
30.0000000,267844.0000000,-149.7743754,61.1326117, 0.0598052, 0.0676336 
31.0000000,102543.0000000,-149.8486304,61.1950836, 0.0388108, 0.0140645 
32.0000000,267841.0000000,-149.8667416,61.2373979, 0.0718300, 0.0294468 
33.0000000,267832.0000000,-149.7191401,61.1658879, 0.0949138, 0.0297836 
34.0000000,267851.0000000,-149.9913540,61.1475773, 0.1670574, 0.0532443 
35.0000000,267836.0000000,-149.8863331,61.2202242, 0.0420002, 0.0132013 
36.0000000,276385.0000000,-149.8153798,61.1104266, 0.0820989, 0.0325131 
37.0000000,102412.0000000,-149.8188285,61.2252090, 0.0809634, 0.0153483 
38.0000000,276496.0000000,-88.0926078,30.7208401, 0.0216929, 0.0118509 
39.0000000,275732.0000000,-88.1388308,30.5355157, 0.0713404, 0.0384948 
40.0000000,275839.0000000,-88.1822620,30.6972480, 0.0170361, 0.0156838 
