,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,z_hood
0,0.00659044749003,0.00832176763425,0.00641883783152,0.00567795470217,0.00625927043472,0.00562202119294,0.00442740307427,0.0046732820617,0.00470249106153,0.00187930986482,0.000223892872416,0.0030769306516,0.00625119645058,0.00703594719105,0.00936605682204,0.012266839305,0.0108229696011,0.00750554615858,0.00751862389346,0.00944704089188,0.0101468470753,0.0102786266105,0.0115049263882,0.0109499750914,0.00770944433767,111818
1,0.00258241471371,-0.000573506872333,-0.00292646055056,-0.00287218219175,-0.00287954347448,-0.00517919382789,-0.00628144439056,-0.00444652324383,-0.00297845788567,-0.000752465240368,0.00443540237994,0.00789287987561,0.00528244436147,0.00203015359535,0.00366570659315,0.00465660472561,-0.00138498910399,-0.00671022316624,-0.00463469365055,-0.00245499469925,-0.00510939474238,-0.00861695213337,-0.0116621958592,-0.0153750519956,-0.0171276906601,111818
2,-0.00116065909896,-0.00543026721398,-0.00732571427001,-0.00680461971056,-0.00736313115171,-0.00926758440486,-0.00831396746702,-0.00560732914472,-0.00579642391853,-0.00571486440132,-0.000281844579401,0.0061107764944,0.0073943839012,0.00466392004781,0.00238137102483,0.000768914634194,-0.00234102610533,-0.00440492228231,-0.00345741199491,-0.00321970043947,-0.00412330162279,-0.00522377498335,-0.0101507695632,-0.0183421867835,-0.0230048661259,111818
3,0.0101696057633,-1.22377402762e-05,-0.00994212138176,-0.0142258671545,-0.0117510378005,-0.00997624223485,-0.0121009664977,-0.0120558357688,-0.0107322858116,-0.0109553113757,-0.00509178544355,0.000306871293689,0.00292767282653,0.00186568557748,-0.000529450463111,-0.0027340112209,-0.0065222516928,-0.0112965503168,-0.0119505838694,-0.00989692050034,-0.00750532497664,-0.00765750442073,-0.0104044108907,-0.0195284744923,-0.0221120558936,111818
4,0.00656326796126,0.000814209753706,-0.00386082902735,-0.00353678853527,-0.0038453767658,-0.00958229158659,-0.0148939300145,-0.0135742388295,-0.00901150119159,-0.00566071862249,-0.00290318468122,-6.75610163546e-05,0.00131611953797,0.000646740446968,-0.00184626961124,-0.00564311602125,-0.00821323145486,-0.00594558071178,-0.0002031996051,0.00271680840156,0.00203788111924,0.000777475731086,-0.00297858559703,-0.00772842035926,-0.00774978666992,111818
5,0.00350207928711,0.00382103353578,0.003420682537,0.00545931137943,0.00751767993335,0.00675022551847,0.00675277708539,0.0084484623962,0.00713606453052,0.00362304289399,0.0045909676135,0.00994524530922,0.0146092604478,0.0167608606721,0.0178445558415,0.0151853868701,0.00758537881958,0.00277867566995,0.00385087186651,0.00382520159875,0.00427183128562,0.00947806145582,0.0133488215749,0.012048215389,0.00908498316901,111818
6,0.000739818505776,-0.00392153300123,-0.00574868490833,-0.0032106825833,-0.000654314443722,-0.00136529182774,-0.0028824008971,-0.00459825446668,-0.0072966820277,-0.00703218044677,-0.000385641613428,0.00665337487877,0.00763967460575,0.00445262439007,0.00243293482041,-0.000136821379391,-0.00629705412196,-0.01211356218,-0.0118664097697,-0.00719482692291,-0.00240349168796,-0.000458613451726,-0.00291535599412,-0.00817747319529,-0.0122163899151,111818
7,-0.0019352050079,-0.00756793305051,-0.00925213764619,-0.00675527177237,-0.00597127549389,-0.00806506465744,-0.00743875152368,-0.00458789071924,-0.00414228901247,-0.00387478816491,0.00143217803882,0.0101584395998,0.0133931474314,0.00880765231175,0.00423842512007,0.00273875191234,-0.000263710886781,-0.00373601048786,-0.00379013678052,-0.00335577238332,-0.00529558579946,-0.0090293615487,-0.0138815282321,-0.0169713262187,-0.0183690493233,111818
8,0.0155074393935,0.00591342866219,-0.00199108003855,-0.00950036000165,-0.0133311328375,-0.0142920841008,-0.0153252166613,-0.0149553008222,-0.0164514016977,-0.0187047679615,-0.0100300897909,-0.00211397949119,0.000848034984995,0.000640983740773,0.000581526500493,-5.19549516627e-05,-0.00519665930341,-0.0121527651506,-0.0109959606139,-0.00498193411416,-0.00246515793376,-0.00650877695987,-0.0113796162365,-0.0200567665771,-0.0235292480368,111818
9,0.00240375344218,-0.00152924190738,-0.0054636559446,-0.00666569769332,-0.00614901184687,-0.00765099626355,-0.00920661108591,-0.00721106707281,-0.00384699407518,-0.00215750394325,-0.000680964298941,0.00202106503195,0.00346252464123,0.00176039696464,-0.00172267285,-0.00505045934245,-0.00755067845199,-0.0067673307225,-0.00215188680939,-0.000140228865341,-0.00267518570505,-0.00389897667163,-0.00416015325134,-0.0062198738788,-0.00787933414137,111818
