,latest_sqft,latest_zhvi,mean_price,mean_price_err,mean_stars,mean_stars_err,n,z_hood,loop_i,state,county,city,neighborhood,lon,lat,lon_width,lat_width,bbox_area
327,146.0,327300.0,2.0,0.0,4.375,0.324759526419,4,276231,4434.0,NV,Clark,Henderson,Calico Ridge,-114.9577366,36.0779256,0.0365255,0.0312518,9.20255968831
328,92.0,138500.0,1.61194029851,0.075973591338,4.01234567901,0.0841751303617,81,276248,5114.0,PA,Allegheny,Pittsburgh,Central Lawrenceville,-79.9510445,40.4733268,0.0329179,0.0162679,1.78529475883
329,93.0,135800.0,1.6091954023,0.0512188884382,3.63440860215,0.0587540015679,279,276253,4446.0,NV,Clark,Las Vegas,Charleston Heights,-115.2341407,36.1701038,0.0566528,0.0220963,10.1965165952
330,,,1.8125,0.086683942589,3.97887323944,0.0898745073414,71,276271,4022.0,NC,Mecklenburg,Charlotte,Commonwealth,-80.8059944,35.2157005,0.021067,0.010411,0.669558811107
331,83.0,137300.0,1.33333333333,0.272165526976,3.83333333333,0.38490017946,6,276277,4056.0,NC,Mecklenburg,Charlotte,Coulwood West,-80.9533864,35.2982687,0.063667,0.0450645,8.61952128022
332,75.0,105100.0,,,3.0,0.0,1,276295,3902.0,NC,Mecklenburg,Charlotte,Derita-Statesville,-80.8172494,35.287202,0.038659,0.028668,3.3792021873
333,69.0,,1.6,0.1788854382,3.84523809524,0.172095342878,42,276305,4400.0,NV,Clark,Las Vegas,Downtown East,-115.1083876,36.1619381,0.0337007,0.0128408,3.50843651507
334,77.0,126000.0,1.0,0.0,3.63636363636,0.302133659677,11,276314,3896.0,NC,Mecklenburg,Charlotte,Eastland-Wilora Lake,-80.7450127,35.2175865,0.0263557,0.028981,2.34707900413
335,82.0,118200.0,1.18181818182,0.11629129983,3.06666666667,0.210114607175,15,276372,3991.0,NC,Mecklenburg,Charlotte,Hickory Ridge,-80.6989384,35.215142,0.055163,0.025334,4.31548134075
336,182.0,268300.0,1.71818181818,0.0591004442402,3.7,0.062527045278,145,276433,3979.0,NC,Mecklenburg,Charlotte,Madison Park,-80.8620124,35.1667612,0.034555,0.0223104,2.33926980599
337,112.0,214700.0,1.90909090909,0.180782172349,4.0,0.0968904283304,105,276452,4414.0,NV,Clark,Henderson,Midway,-115.01923,36.058885,0.050696,0.0500389,20.4983527735
338,174.0,224300.0,1.71428571429,0.170746944191,4.125,0.243847914807,12,276487,273.0,AZ,Maricopa,Tempe,Ntna-College,-111.9308419,33.454783,0.008862,0.007402,0.46809432116
339,98.0,154000.0,1.44186046512,0.0825651852964,3.14754098361,0.11078878601,61,276502,4009.0,NC,Mecklenburg,Charlotte,Olde Whitehall,-80.9374954,35.1524625,0.033781,0.036103,3.67033626609
340,130.0,350500.0,1.89795918367,0.0877546177451,3.45901639344,0.0780154633333,61,276513,3967.0,NC,Mecklenburg,Charlotte,Piper Glen Estates,-80.7973104,35.0728795,0.054511,0.031157,5.18967109062
341,112.0,127100.0,1.71428571429,0.170746944191,4.11111111111,0.204543722541,9,276515,3908.0,NC,Mecklenburg,Charlotte,Plaza-Shamrock,-80.7870739,35.241491,0.025116,0.015924,1.22343629243
342,72.0,73900.0,1.5,0.353553390593,2.83333333333,0.136082763488,3,276517,3937.0,NC,Mecklenburg,Charlotte,Ponderosa-Wingate,-80.9076274,35.2076555,0.010689,0.027681,0.89335883003
343,134.0,435300.0,1.83333333333,0.280541803843,3.90909090909,0.211431385214,11,276523,3939.0,NC,Mecklenburg,Charlotte,Providence Plantation,-80.7534579,35.0840757,0.0424381,0.0367945,4.7938626628
344,94.0,149000.0,1.74715909091,0.0381673952115,3.6059602649,0.0423795314897,604,276525,4407.0,NV,Clark,Las Vegas,Rancho Charleston,-115.1842829,36.1530458,0.0477014,0.0465237,18.0431956568
345,183.0,182200.0,1.78260869565,0.105725001543,3.25862068966,0.17175856471,29,276541,354.0,AZ,Maricopa,Tempe,Riverside,-111.9479319,33.4257085,0.00878,0.007627,0.478214136242
346,218.0,241800.0,1.6875,0.145740297705,3.76785714286,0.177644276764,28,276557,3966.0,NC,Mecklenburg,Charlotte,Sedgefield,-80.8619374,35.1945825,0.021761,0.016883,1.11479257981
347,,,1.68783068783,0.0325261318587,3.46111975117,0.039051814123,643,276573,252.0,AZ,Maricopa,Mesa,Southeast,-111.6672618,33.3465094,0.1732537,0.1380768,168.756301703
348,114.0,,1.57142857143,0.27532117476,3.7,0.30166206258,10,276588,3990.0,NC,Mecklenburg,Charlotte,Starmount Forest,-80.8726194,35.1278695,0.016999,0.020679,1.0654052802
349,71.0,92600.0,1.5,0.216506350946,3.86363636364,0.218422732007,22,276598,4027.0,NC,Mecklenburg,Charlotte,Sugaw Creek-Ritch Ave,-80.8054839,35.263086,0.028704,0.03168,2.77616368674
350,77.0,116200.0,1.375,0.121030729569,2.78571428571,0.206392808929,21,276610,3926.0,NC,Mecklenburg,Charlotte,Toddville Road,-80.9189829,35.2569335,0.04527,0.037625,5.13636523545
351,108.0,143700.0,1.5,0.0927960727138,3.56666666667,0.0964533086044,120,276627,4439.0,NV,Clark,Henderson,Valley View,-114.9761473,36.0441686,0.0354724,0.0499067,14.2819186553
352,82.0,114000.0,1.5,0.122474487139,3.39423076923,0.155243973421,52,276649,4433.0,NV,Clark,Las Vegas,West Las Vegas,-115.1675704,36.1887814,0.049212,0.0286771,11.4668691658
353,74.0,88700.0,1.46666666667,0.128812237744,3.53846153846,0.192159706374,26,276674,3977.0,NC,Mecklenburg,Charlotte,Yorkmount,-80.9085579,35.1535374,0.0439939,0.0532072,7.06684933484
354,93.0,183200.0,1.84210526316,0.079177872177,3.35106382979,0.110469279262,47,276675,3897.0,NC,Mecklenburg,Charlotte,Yorkshire,-80.9699999,35.0960225,0.045298,0.042577,5.78357856415
355,87.0,134400.0,1.54545454545,0.105765034823,3.47872340426,0.12673195498,47,343227,4045.0,NC,Mecklenburg,Charlotte,Eagle Lake,-80.9245389,35.1843,0.069374,0.049586,10.3671914457
356,98.0,145400.0,2.0,0.0,3.39473684211,0.191867002097,19,343509,6933.0,WI,Dane,Madison,High Crossing,-89.2858877,43.1259216,0.0202081,0.0382616,0.184118770724
357,,,2.0,0.0,4.5,0.0,1,343510,6869.0,WI,Dane,Madison,Lake View Hill,-89.3731086,43.1374663,0.0198963,0.0085284,0.0354713524453
358,,,1.0,0.0,4.0,0.471404520791,3,343513,6901.0,WI,Dane,Madison,Nobel Park,-89.3767279,43.1358829,0.0129704,0.0044354,0.011956649619
359,,,,,2.5,0.0,1,343517,6848.0,WI,Dane,Madison,Brentwood Village,-89.3691622,43.1226,0.0110982,0.0071358,0.0166593621436
360,,,1.77272727273,0.110067938858,3.28,0.174539393834,25,343518,6888.0,WI,Dane,Madison,Mayfair Park,-89.3116502,43.116961,0.0260813,0.0134913,0.0807673796853
361,,,1.71428571429,0.170746944191,3.77777777778,0.393709104175,9,343519,6880.0,WI,Dane,Madison,Carpenter-Ridgeway,-89.3426361,43.115167,0.0248455,0.0171308,0.0932987707885
362,,,1.75,0.216506350946,3.3125,0.264242726958,8,343522,6677.0,WI,Dane,Madison,Hawthorne,-89.3235309,43.1124481,0.0143022,0.0120328,0.038820545666
363,,,3.0,0.0,4.0,0.0,1,343523,6765.0,WI,Dane,Madison,Maple Wood,-89.3647389,43.1142224,0.0019347,0.001789,0.00073319848077
364,157.0,190800.0,1.375,0.17116329922,3.95454545455,0.297750141069,11,343524,6842.0,WI,Dane,Madison,Emerson East,-89.3570849,43.0985361,0.0164427,0.0166049,0.0585339892965
365,145.0,234000.0,1.8,0.1788854382,3.5,0.247435829653,7,343525,6932.0,WI,Dane,Madison,McClellan Park,-89.2761608,43.0920238,0.0189712,0.0149776,0.0685838391165
366,168.0,165600.0,1.2,0.126491106407,3.28571428571,0.310177227624,14,343526,6746.0,WI,Dane,Madison,Eastmorland,-89.3228629,43.0915225,0.0229069,0.0157576,0.0815036589091
367,211.0,313100.0,1.87179487179,0.0637399341913,3.87755102041,0.0721758376862,98,343528,6728.0,WI,Dane,Madison,Marquette,-89.3623914,43.0865069,0.03267,0.0224749,0.156115603997
368,174.0,256800.0,1.75757575758,0.142329452856,4.01020408163,0.114075787443,49,343530,6944.0,WI,Dane,Madison,Tenney-Lapham,-89.3725402,43.0874006,0.0209215,0.0177336,0.0776284949115
369,176.0,187800.0,1.75,0.216506350946,4.3,0.22803508502,5,343532,6659.0,WI,Dane,Madison,Spring Harbor,-89.4719561,43.0819702,0.0221851,0.0152675,0.0596413432669
370,153.0,312100.0,1.73333333333,0.114179845144,3.88888888889,0.178105407978,18,343533,6662.0,WI,Dane,Madison,Wexford,-89.5119763,43.0803826,0.0196709,0.011662,0.0373325062603
371,150.0,190500.0,1.25,0.216506350946,3.4,0.219089023002,5,343535,6754.0,WI,Dane,Madison,Elvehjem,-89.2958812,43.0787764,0.0310564,0.0115171,0.0839814705637
372,156.0,176700.0,1.41176470588,0.167596969388,3.80952380952,0.128112896978,21,343537,6886.0,WI,Dane,Madison,Lake Edge,-89.3177808,43.0766173,0.0166246,0.0147883,0.0559290377886
373,,,,,5.0,0.0,1,343538,6646.0,WI,Dane,Madison,Woodland Hills,-89.4977389,43.0788577,0.0093299,0.0073238,0.0114443640636
374,,,,,4.0,0.395284707521,4,343543,6647.0,WI,Dane,Madison,Walnut Grove,-89.5074428,43.0722445,0.0100779,0.0087812,0.0145354825517
375,,,3.0,0.0,3.16666666667,0.952579344416,3,343549,6924.0,WI,Dane,Madison,Sauk Creek,-89.516118,43.070175,0.0132442,0.0099068,0.0211713059446
376,,,2.66666666667,0.272165526976,3.83333333333,0.360041149912,3,343550,6906.0,WI,Dane,Madison,Glen Oak Hills,-89.4729112,43.0713554,0.0110476,0.0071537,0.0138909051574
377,,,1.84848484848,0.122126942652,3.78048780488,0.12201069341,41,343552,6670.0,WI,Dane,Madison,Junction Ridge,-89.5296729,43.0676487,0.0152451,0.0146981,0.0351431605372
378,203.0,322000.0,,,5.0,0.0,1,343553,6856.0,WI,Dane,Madison,Hill Farms-University Neighborh,-89.4657464,43.0663796,0.0253807,0.0111042,0.0502095411284
379,150.0,181400.0,2.0,0.0,3.71428571429,0.317148372815,7,343554,6772.0,WI,Dane,Madison,Glendale,-89.3175834,43.0606063,0.0171721,0.0186908,0.0730373195163
380,223.0,421200.0,1.89285714286,0.127167791639,4.02702702703,0.144216411151,37,343556,6679.0,WI,Dane,Madison,Vilas,-89.4139059,43.0627392,0.0139826,0.0101373,0.0277028357003
381,192.0,280700.0,1.5,0.132287565553,3.6724137931,0.154742435053,29,343557,6935.0,WI,Dane,Madison,Greenbush,-89.4045141,43.0622213,0.009017,0.011086,0.0198497401216
382,,,1.77777777778,0.209513120352,3.85,0.291976026413,10,343561,6718.0,WI,Dane,Madison,Oakbridge Community,-89.5202327,43.0641327,0.005698,0.0073058,0.00665993532236
383,150.0,198800.0,,,3.5,0.0,1,343568,6693.0,WI,Dane,Madison,Waunona,-89.3529031,43.0480384,0.0320746,0.0090097,0.0623570963565
384,142.0,224900.0,1.5,0.353553390593,4.4,0.260768096208,5,343575,6854.0,WI,Dane,Madison,Orchard Ridge Community,-89.4711518,43.0386895,0.0250491,0.0153741,0.0679142496508
385,166.0,233000.0,2.0,0.0,3.83333333333,0.481125224325,6,343576,6661.0,WI,Dane,Madison,Stone Meadows,-89.4917489,43.0085546,0.015385,0.0144158,0.0375892011386
386,156.0,165500.0,1.64705882353,0.0799131932864,4.0253164557,0.086270598128,79,343577,6951.0,WI,Dane,Madison,Schenk-Atwood-Starkweather-Yahar,-89.3424816,43.0973832,0.0336605,0.0169667,0.125219087732
387,,,,,5.0,0.0,1,343578,6763.0,WI,Dane,Madison,Old Middleton Greenway,-89.4864941,43.0862371,0.0093394,0.0091001,0.0145532162628
388,201.0,510400.0,2.0,0.0,3.25,0.53033008589,2,343579,6692.0,WI,Dane,Madison,Hawk's Landing,-89.5483877,43.0366484,0.0309706,0.011021,0.0514027203687
389,187.0,261800.0,1.75,0.153093108924,3.33333333333,0.333333333333,9,343581,6894.0,WI,Dane,Madison,Midvale Heights Community,-89.4623133,43.053154,0.022382,0.0155737,0.0624982461459
390,,,1.16666666667,0.152145154863,4.0,0.101015254455,7,343583,6685.0,WI,Dane,Madison,Summit Woods,-89.4548601,43.04162,0.0075343,0.0095427,0.0130698262904
391,,,2.0,0.5,3.16666666667,0.304290309725,6,343585,6800.0,WI,Dane,Madison,Faircrest,-89.4859333,43.0644272,0.0150661,0.0072653,0.0187638633711
392,,,,,3.75,0.883883476483,2,343586,6744.0,WI,Dane,Madison,Marbella,-89.4911666,43.0620616,0.0046631,0.0025344,0.00200527532966
393,145.0,233300.0,,,3.75,0.176776695297,2,343588,6750.0,WI,Dane,Madison,Reston Heights,-89.2609715,43.0924579,0.0115622,0.015116,0.0430705800039
394,,,2.0,0.0,2.5,0.0,1,343591,6710.0,WI,Dane,Madison,Park Ridge,-89.5028113,43.041899,0.004402,0.0052384,0.00382312690682
395,155.0,185900.0,1.5,0.353553390593,4.0,0.0,2,343592,6655.0,WI,Dane,Madison,Meadowood,-89.4780065,43.0323354,0.0217252,0.0137256,0.0519049078758
396,153.0,215800.0,1.66666666667,0.272165526976,3.75,0.450693909433,4,343595,6818.0,WI,Dane,Madison,Westhaven Trails,-89.5085567,43.0194067,0.0101806,0.0074172,0.0123747284043
397,145.0,246600.0,2.0,0.0,3.0,0.0,1,343596,6844.0,WI,Dane,Madison,Maple-Prairie,-89.4914061,43.0193469,0.0148712,0.0072525,0.0182916723884
398,,,1.28571428571,0.264520028506,3.22222222222,0.194223860772,9,343598,6732.0,WI,Dane,Madison,Leopold,-89.4154398,43.0307366,0.017529,0.0086738,0.0296375617551
399,39.0,54900.0,1.5,0.353553390593,3.75,0.53033008589,2,343624,5094.0,PA,Allegheny,Pittsburgh,Spring Garden,-79.9895859,40.468359,0.012043,0.0218124,0.872434137977
400,,,1.0,0.0,3.25,0.53033008589,2,343625,5150.0,PA,Allegheny,Pittsburgh,California-Kirkbride,-80.0230543,40.4595585,0.0153878,0.0086444,0.440317810269
401,45.0,62200.0,,,1.0,0.0,1,343626,5144.0,PA,Allegheny,Pittsburgh,Fine View,-80.0048466,40.4633331,0.0103798,0.0103416,0.355971645686
402,42.0,58100.0,,,4.5,0.353553390593,2,343628,5116.0,PA,Allegheny,Pittsburgh,Spring Hill-City View,-79.995739,40.4663369,0.0183716,0.0165094,1.00671949306
403,40.0,55600.0,1.75,0.216506350946,4.16666666667,0.366414054396,6,343629,5138.0,PA,Allegheny,Pittsburgh,Marshall-Shadeland,-80.0316253,40.4721499,0.0299521,0.0216921,2.14889034118
404,,,,,3.5,0.0,1,343630,5157.0,PA,Allegheny,Pittsburgh,East Carnegie,-80.0760479,40.419746,0.019926,0.012568,0.824615534505
405,75.0,97700.0,1.0,0.0,3.5,0.0,1,343631,5152.0,PA,Allegheny,Pittsburgh,Wind Gap,-80.074541,40.4555893,0.0252721,0.0167503,1.39410155603
406,92.0,112500.0,1.83333333333,0.280541803843,3.28571428571,0.438656842045,7,343632,5176.0,PA,Allegheny,Pittsburgh,Westwood,-80.047623,40.431778,0.0230643,0.0130653,0.995072113527
407,,,1.3,0.144913767462,3.59090909091,0.220987470366,11,343633,5224.0,PA,Allegheny,Pittsburgh,Oakwood,-80.0634713,40.426107,0.0195052,0.010932,0.703007177544
408,69.0,91500.0,1.5,0.353553390593,4.5,0.235702260396,3,343634,5207.0,PA,Allegheny,Pittsburgh,Crafton Heights,-80.0522375,40.4450893,0.021246,0.0151901,1.06520529761
409,,,,,4.0,0.707106781187,2,343635,5123.0,PA,Allegheny,Pittsburgh,Hays,-79.9479739,40.392222,0.044954,0.035874,5.37806142728
410,69.0,82700.0,1.0,0.0,3.875,0.207289049397,4,343636,5125.0,PA,Allegheny,Pittsburgh,Lincoln Place,-79.9133951,40.3710899,0.0268291,0.0196953,1.76816322287
411,,,1.6,0.219089023002,3.78571428571,0.19839002138,7,343637,5155.0,PA,Allegheny,Pittsburgh,Mount Oliver,-79.986393,40.4120026,0.0111542,0.0131264,0.486424752416
412,,,1.4,0.219089023002,3.7,0.401248052955,10,343638,5132.0,PA,Allegheny,Pittsburgh,Allegheny Center,-80.0076887,40.452837,0.0137783,0.0068207,0.311559514045
